EnsemblID,log2FoldChange,padj,Gene.name
ENSG00000100968.9,0.3597621623,0.0390320789,NFATC4
ENSG00000149243.10,0.6466309528,0.0390588811,KLHL35
ENSG00000137310.7,-0.41691646,0.0390588811,TCF19
ENSG00000232973.4,-0.7876378097,0.0390703544,CYP1B1-AS1
ENSG00000169554.11,0.5804252949,0.0390786897,ZEB2
ENSG00000175115.7,-0.3138368019,0.0390967077,PACS1
ENSG00000161921.10,-0.4364201179,0.0391425336,CXCL16
ENSG00000198668.6,0.2731625375,0.0391500416,CALM1
ENSG00000111801.11,-0.5144347904,0.0392116099,BTN3A3
ENSG00000123485.6,0.7575012984,0.0392493359,HJURP
ENSG00000182263.9,-0.611756162,0.0393136883,FIGN
ENSG00000119514.5,0.5944094875,0.0393179587,GALNT12
ENSG00000171889.3,0.8024057093,0.0393484008,MIR31HG
ENSG00000183255.7,0.2625746936,0.0393813736,PTTG1IP
ENSG00000084764.6,-0.3790034149,0.0394711522,MAPRE3
ENSG00000230797.2,0.6967926868,0.0395402,YY2
ENSG00000010322.11,-0.3463444763,0.0395438996,NISCH
ENSG00000117399.9,0.8278591388,0.0395686503,CDC20
ENSG00000156804.3,0.5168414683,0.0395686503,FBXO32
ENSG00000172296.8,0.4932472252,0.0396366648,SPTLC3
ENSG00000143614.7,-0.2870505224,0.0396366648,GATAD2B
ENSG00000165424.6,-0.2796257727,0.0396366648,ZCCHC24
ENSG00000119878.5,0.4427916501,0.0397190393,CRIPT
ENSG00000261254.1,-0.7775309083,0.0397785547,RP4-714D9.5
ENSG00000228929.1,0.3144695268,0.0399153608,RP11-159C21.4
ENSG00000228623.2,0.6137320447,0.039994954,ZNF883
ENSG00000162520.10,0.4695071551,0.0400721095,SYNC
ENSG00000244242.1,-0.3994816006,0.0400721095,IFITM10
ENSG00000136449.9,-0.6877532282,0.0400824293,MYCBPAP
ENSG00000112531.12,0.2754705028,0.0401153488,QKI
ENSG00000175592.4,0.6956928511,0.0401817185,FOSL1
ENSG00000094914.8,-0.3428180828,0.0402375923,AAAS
ENSG00000121236.15,0.4848196355,0.0402407179,TRIM6
ENSG00000227252.1,-0.7336480043,0.0402420768,AC105760.2
ENSG00000169379.11,0.3628434885,0.0402472305,ARL13B
ENSG00000197479.4,-0.6591882649,0.0404287041,PCDHB11
ENSG00000139505.10,0.3474473607,0.040725492,MTMR6
ENSG00000223656.1,0.6768488326,0.0407495453,HMGB3P10
ENSG00000163520.9,0.7599975617,0.0407810994,FBLN2
ENSG00000112245.5,0.3717258669,0.0407810994,PTP4A1
ENSG00000172667.6,0.3163349096,0.0407811014,ZMAT3
ENSG00000254360.2,-0.7412347304,0.0408013258,AC006160.8
ENSG00000185274.7,0.5485158371,0.0408476866,WBSCR17
ENSG00000198915.7,-0.5814210368,0.0410247168,RASGEF1A
ENSG00000109107.9,-0.2756263876,0.0410264282,ALDOC
ENSG00000217289.3,-0.807794908,0.041126889,AC018865.5
ENSG00000131778.13,0.2836059061,0.041126889,CHD1L
ENSG00000196369.6,-0.4506559602,0.0411761126,SRGAP2B
ENSG00000154380.11,0.2746706638,0.0411761126,ENAH
ENSG00000180008.8,0.3951836583,0.041201922,SOCS4
ENSG00000134371.9,0.2899934625,0.0412602138,CDC73
ENSG00000167522.9,-0.3442257745,0.0413293326,ANKRD11
ENSG00000071243.11,0.3783862824,0.0415088831,ING3
ENSG00000270032.1,-0.6423155396,0.0415869233,C12orf63
ENSG00000243335.4,-0.4185179227,0.0416452652,KCTD7
ENSG00000188725.3,0.3216929145,0.0417677839,SMIM15
ENSG00000169184.5,-0.5178859467,0.0418013221,MN1
ENSG00000169083.11,-0.4859503813,0.0418535993,AR
ENSG00000204622.6,-0.6249553375,0.0419155084,HLA-J
ENSG00000184445.7,0.4860516179,0.0419492912,KNTC1
ENSG00000145050.11,0.2726617684,0.0419923753,MANF
ENSG00000002745.8,0.7695352087,0.0419927218,WNT16
ENSG00000130303.8,-0.6671383273,0.0422620912,BST2
ENSG00000077312.4,-0.3727062276,0.0422620912,SNRPA
ENSG00000015676.12,-0.2999131637,0.042270973,NUDCD3
ENSG00000158457.4,-0.6506278852,0.0422736713,TSPAN33
ENSG00000106588.6,0.5525082295,0.0422736713,PSMA2
ENSG00000156427.7,0.5349111761,0.0423126183,FGF18
ENSG00000170919.10,-0.3215278371,0.0424463062,TPT1-AS1
ENSG00000166173.9,0.299744172,0.0424577839,LARP6
ENSG00000123213.18,0.4932752011,0.0425301752,NLN
ENSG00000259384.2,-0.7957585562,0.0426193462,GH1
ENSG00000221866.5,0.654180678,0.0426193462,PLXNA4
ENSG00000197971.10,0.624762986,0.0426193462,MBP
ENSG00000099284.9,-0.3293811118,0.0427248767,H2AFY2
ENSG00000118363.7,0.3219316513,0.0427622099,SPCS2
ENSG00000115233.7,0.4255207161,0.0428812731,PSMD14
ENSG00000123106.6,0.4152126688,0.0428913962,CCDC91
ENSG00000235655.2,0.3467665766,0.0429441686,H3F3AP4
ENSG00000122490.13,0.3201674867,0.0429584614,PQLC1
ENSG00000176857.4,0.7859618939,0.0429662349,CTC-298B17.1
ENSG00000182326.10,-0.3501093664,0.0429795761,C1S
ENSG00000142065.9,-0.450541446,0.0429865669,ZFP14
ENSG00000198908.7,-0.4084163213,0.043006431,BHLHB9
ENSG00000170759.10,0.2896374221,0.0431006669,KIF5B
ENSG00000139793.14,0.2559120854,0.0431006669,MBNL2
ENSG00000165487.9,0.3027551675,0.0431447639,EFHA1
ENSG00000244617.1,-0.5750260574,0.0431800083,ASPRV1
ENSG00000109458.4,-0.3647146071,0.0434473782,GAB1
ENSG00000080815.13,0.2703622556,0.0434930168,PSEN1
ENSG00000128567.12,0.6075530662,0.0435366081,PODXL
ENSG00000136156.7,0.229473687,0.0435366081,ITM2B
ENSG00000229605.4,0.4607551378,0.0435840299,RP11-492M23.2
ENSG00000186684.8,0.3401979159,0.0435996661,CYP27C1
ENSG00000013392.5,0.366632673,0.0436363615,RWDD2A
ENSG00000143409.11,-0.4564999629,0.0436807024,FAM63A
ENSG00000077942.13,-0.5138166348,0.0437311262,FBLN1
ENSG00000196236.7,-0.3444766043,0.0437603706,XPNPEP3
ENSG00000158711.9,0.3616216858,0.0439443486,ELK4
ENSG00000127903.12,-0.7994291187,0.0439685831,ZNF835
ENSG00000179523.4,-0.3426589486,0.0439709895,RP11-151N17.2
ENSG00000238083.3,-0.4367434372,0.0439746687,LRRC37A2
ENSG00000132640.10,-0.4344681059,0.044009644,BTBD3
ENSG00000165030.3,0.7650109393,0.0440177965,NFIL3
ENSG00000132423.6,0.449371058,0.0440321114,COQ3
ENSG00000171962.12,-0.5876757297,0.0440582287,LRRC48
ENSG00000234771.2,-0.7173100539,0.0441694578,RP11-395P17.3
ENSG00000157985.12,0.5244834798,0.0441694578,AGAP1
ENSG00000116237.11,0.2994666174,0.0441694578,ICMT
ENSG00000014824.8,0.3012459922,0.0441696587,SLC30A9
ENSG00000074219.9,-0.3415376985,0.04417623,TEAD2
ENSG00000142197.8,0.6203941937,0.0441829522,DOPEY2
ENSG00000103769.5,0.3133952229,0.0441829522,RAB11A
ENSG00000151065.9,-0.3458283817,0.0442930327,DCP1B
ENSG00000183798.4,-0.4028959276,0.0442986679,EMILIN3
ENSG00000264098.1,-0.7122720335,0.0443168157,CTD-2350C19.1
ENSG00000244187.2,0.3479554374,0.0443168157,TMEM141
ENSG00000140464.15,-0.3508479532,0.0443331922,PML
ENSG00000166924.4,-0.5515887725,0.0443790912,NYAP1
ENSG00000142867.8,0.3750660003,0.044426905,BCL10
ENSG00000160014.12,-0.3006984422,0.044477163,CALM3
ENSG00000161544.5,-0.4823169406,0.0444797541,CYGB
ENSG00000149480.2,-0.2891562573,0.0444797541,MTA2
ENSG00000143793.8,-0.4696761453,0.0445814729,C1orf35
ENSG00000196072.7,0.4361535516,0.0447636841,BLOC1S2
ENSG00000163866.8,0.2823082713,0.0448040808,SMIM12
ENSG00000138207.8,-0.4785444704,0.0448086784,RBP4
ENSG00000126001.11,-0.3793921466,0.0448522898,CEP250
ENSG00000103152.7,0.3749988494,0.0449235144,MPG
ENSG00000163191.5,0.3858232967,0.0449692874,S100A11
ENSG00000122912.9,0.4851757716,0.0451799952,SLC25A16
ENSG00000146530.7,-0.5089426907,0.0452166132,VWDE
ENSG00000196440.7,-0.4566972943,0.0452166132,ARMCX4
ENSG00000025772.7,-0.4097033197,0.0452166132,TOMM34
ENSG00000184164.10,0.3848574781,0.0452166132,CRELD2
ENSG00000062716.5,0.3164218588,0.0452166132,VMP1
ENSG00000212670.1,-0.7140459333,0.0453759572,AL161915.1
ENSG00000182749.5,-0.3962706251,0.0453858896,PAQR7
ENSG00000245532.3,-0.4923326618,0.0454693396,NEAT1
ENSG00000145781.4,0.3530833652,0.0455107894,COMMD10
ENSG00000116663.6,-0.4329509543,0.0455372589,FBXO6
ENSG00000133112.12,0.2478609188,0.0455515876,TPT1
ENSG00000122545.13,0.2470064247,0.0455805027,39326
ENSG00000204681.6,-0.426298109,0.0455845319,GABBR1
ENSG00000139233.2,0.35530552,0.0456147517,LLPH
ENSG00000174963.13,0.7808200985,0.0458441828,ZIC4
ENSG00000186111.4,-0.2874880907,0.0458441828,PIP5K1C
ENSG00000175866.10,0.3842024329,0.045844377,BAIAP2
ENSG00000176853.11,0.3511273081,0.0458840813,FAM91A1
ENSG00000175467.10,-0.2829396927,0.0458904821,SART1
ENSG00000104812.9,-0.4197128476,0.0459937013,GYS1
ENSG00000160867.10,-0.684411258,0.0461444141,FGFR4
ENSG00000156304.9,-0.404305953,0.0461444141,SCAF4
ENSG00000116691.6,-0.4036561437,0.0461444141,MIIP
ENSG00000123352.13,-0.3110802859,0.0461469406,SPATS2
ENSG00000148411.3,-0.4131821455,0.0462289012,NACC2
ENSG00000253676.1,0.5891635884,0.0462673596,TAGLN2P1
ENSG00000186076.4,0.299565902,0.0465520043,RP11-887P2.3
ENSG00000019485.8,-0.4585320639,0.0465973032,PRDM11
ENSG00000174130.8,0.6218406962,0.0467479661,TLR6
ENSG00000176463.8,0.3435951432,0.0467649389,SLCO3A1
ENSG00000262049.1,-0.5359062807,0.04684403,RP13-1032I1.7
ENSG00000244171.3,-0.5160328611,0.04684403,PBX2P1
ENSG00000105656.6,-0.4664744761,0.0468612967,ELL
ENSG00000124587.9,-0.3612129004,0.0468623317,PEX6
ENSG00000167182.11,-0.3419568919,0.0468623317,SP2
ENSG00000173674.6,0.2959631546,0.0468623317,EIF1AX
ENSG00000224376.1,-0.6011911797,0.0470944779,AC017104.6
ENSG00000185112.4,0.4029560206,0.0470979005,FAM43A
ENSG00000121766.10,-0.3864541454,0.0475470858,ZCCHC17
ENSG00000261452.1,-0.652335455,0.0475472961,RP11-509E16.1
ENSG00000027697.8,0.3051450252,0.0475472961,IFNGR1
ENSG00000100139.9,0.3829549635,0.0475834614,MICALL1
ENSG00000164902.9,0.2878119845,0.0476313095,PHAX
ENSG00000106948.12,-0.436971066,0.047932219,AKNA
ENSG00000138593.4,0.4056020062,0.0481092858,SECISBP2L
ENSG00000249087.3,-0.6754049315,0.0481672157,C1orf213
ENSG00000041357.11,0.332049808,0.0481885928,PSMA4
ENSG00000163322.9,0.3145553513,0.0482019328,FAM175A
ENSG00000042317.12,0.444469047,0.0482313,SPATA7
ENSG00000055732.7,0.4027418979,0.0484054707,MCOLN3
ENSG00000077809.8,-0.2643332717,0.0486208643,GTF2I
ENSG00000145979.12,0.6143091031,0.0487382938,TBC1D7
ENSG00000101463.5,0.6371265852,0.0487824768,SYNDIG1
ENSG00000236675.1,0.5776494681,0.0487824768,MTX1P1
ENSG00000198853.7,-0.2882057714,0.0487824768,RUSC2
ENSG00000178741.7,0.3968219549,0.0489814205,COX5A
ENSG00000235316.1,-0.6542268977,0.0489870221,DUSP8P5
ENSG00000072609.12,0.3800660778,0.0490802749,CHFR
ENSG00000070614.9,0.2890079485,0.0491953788,NDST1
ENSG00000117643.10,-0.493369891,0.0492970932,MAN1C1
ENSG00000137801.9,-0.4777468666,0.0493631329,THBS1
ENSG00000112981.3,0.5053190752,0.04943966,NME5
ENSG00000169019.9,0.5014234534,0.0494476986,COMMD8
ENSG00000261485.1,-0.6223576891,0.0494603611,PAN3-AS1
ENSG00000226711.2,-0.5131549346,0.0494692829,FAM66C
ENSG00000135476.7,0.6791372874,0.049516627,ESPL1
ENSG00000140398.9,-0.5334839473,0.0495201246,NEIL1
ENSG00000157916.13,0.269364956,0.0497861853,RER1
ENSG00000184497.8,0.4802649704,0.0498482865,TMEM255B
ENSG00000010810.12,0.4162811289,0.0499232474,FYN
ENSG00000106355.5,0.3382650517,0.0499232474,LSM5
ENSG00000182022.13,0.5928957178,0.0499379758,CHST15
ENSG00000136110.8,-0.6065034053,0.0500526246,LECT1
ENSG00000144746.6,0.2869860959,0.0500526246,ARL6IP5
ENSG00000108239.8,0.2888433808,0.0502313489,TBC1D12
ENSG00000176714.9,-0.4576372267,0.0502669887,CCDC121
ENSG00000212456.1,-0.7966361451,0.0504730755,U1
ENSG00000241644.2,0.6873875444,0.0504730755,INMT
ENSG00000196696.7,-0.6378127516,0.0504730755,PDXDC2P
ENSG00000176974.13,-0.3021388947,0.0505184592,SHMT1
ENSG00000166509.6,-0.5322117467,0.0505994272,CLEC3A
ENSG00000113758.9,0.4805341896,0.0505994272,DBN1
ENSG00000092841.14,0.4132495124,0.0507779688,MYL6
ENSG00000224113.2,-0.4439865824,0.0509746042,RP5-837J1.2
ENSG00000173660.7,0.3471071799,0.0509746042,UQCRH
ENSG00000080822.12,0.2884938735,0.0510241006,CLDND1
ENSG00000119801.8,0.315644387,0.05103932,YPEL5
ENSG00000139180.5,0.3163322963,0.0510917348,NDUFA9
ENSG00000078687.12,-0.4232441222,0.0514330046,TNRC6C
ENSG00000167615.12,-0.5418974648,0.0515917639,LENG8
ENSG00000059728.6,0.3407850675,0.0517698747,MXD1
ENSG00000102393.4,0.318711098,0.0517698747,GLA
ENSG00000147684.3,0.3035897996,0.0517698747,NDUFB9
ENSG00000168970.15,-0.7356740369,0.0518897732,JMJD7-PLA2G4B
ENSG00000164308.12,-0.4247939642,0.0519460859,ERAP2
ENSG00000095794.15,0.3165475798,0.0520759407,CREM
ENSG00000110955.3,0.3156489309,0.0521404124,ATP5B
ENSG00000100577.14,0.3315328341,0.0522092835,GSTZ1
ENSG00000186530.13,0.7914196099,0.0523263519,XKR5
ENSG00000223745.2,-0.5011051124,0.0523397054,RP4-717I23.3
ENSG00000082458.7,-0.3365008197,0.0523680743,DLG3
ENSG00000156140.4,-0.6021078632,0.0523704466,ADAMTS3
ENSG00000163923.5,0.4174022581,0.0524289926,RPL39L
ENSG00000111912.14,0.3456157003,0.0524289926,NCOA7
ENSG00000145545.7,0.5449609319,0.0524860356,SRD5A1
ENSG00000130723.13,-0.377015054,0.0525536536,PRRC2B
ENSG00000234741.2,0.4906634461,0.0525856279,GAS5
ENSG00000169604.15,0.3823272447,0.052648937,ANTXR1
ENSG00000133872.9,0.2674129411,0.0527392482,TMEM66
ENSG00000172172.3,0.4413981846,0.0528648343,MRPL13
ENSG00000131269.11,0.3544823616,0.0528648343,ABCB7
ENSG00000134248.9,0.3592267824,0.0529485079,LAMTOR5
ENSG00000129515.14,0.3234117139,0.0529489567,SNX6
ENSG00000178568.9,-0.7814118613,0.0531371224,ERBB4
ENSG00000129282.8,-0.6119656978,0.0531371224,MRM1
ENSG00000177410.8,0.3478258759,0.0531683744,ZFAS1
ENSG00000171928.9,0.348137602,0.0531712304,TVP23B
ENSG00000114841.13,-0.4673230818,0.0531833454,DNAH1
ENSG00000170322.10,-0.3927821015,0.0531833454,NFRKB
ENSG00000078369.12,0.2130226597,0.0531833454,GNB1
ENSG00000107968.5,0.5038230698,0.0532116604,MAP3K8
ENSG00000181031.11,0.3862012801,0.0532116604,RPH3AL
ENSG00000137944.12,0.3260139451,0.0534527236,CCBL2
ENSG00000208024.1,-0.7112406187,0.0534878406,MIR199A2
ENSG00000151881.10,0.4071482731,0.0534878406,C5orf28
ENSG00000185128.11,-0.7671311938,0.0534928601,TBC1D3F
ENSG00000140022.5,-0.5767646131,0.0535183971,STON2
ENSG00000237438.1,0.707163099,0.0535533674,CECR7
ENSG00000260248.1,-0.587731324,0.0535943152,RP11-143K11.1
ENSG00000254893.3,0.3101462347,0.0536103167,RP11-466P24.2
ENSG00000139112.6,0.4283036027,0.0537146432,GABARAPL1
ENSG00000198755.6,0.280877246,0.0537146432,RPL10A
ENSG00000157388.8,0.7432084942,0.0537245765,CACNA1D
ENSG00000109475.12,0.4272686826,0.0537245765,RPL34
ENSG00000109854.9,0.3405650207,0.0537245765,HTATIP2
ENSG00000182718.11,0.3680399113,0.0537736088,ANXA2
ENSG00000100445.12,-0.3336428399,0.0537736088,SDR39U1
ENSG00000214290.3,-0.7713603782,0.0539503213,C11orf93
ENSG00000104325.2,0.3304485317,0.0539813697,DECR1
ENSG00000128563.9,-0.3383416239,0.0540668798,PRKRIP1
ENSG00000136982.5,0.5460229929,0.0541334354,DSCC1
ENSG00000150867.8,-0.3064152584,0.0542063798,PIP4K2A
ENSG00000105137.8,-0.2878158765,0.0542670836,SYDE1
ENSG00000145741.11,0.2678118928,0.0542670836,BTF3
ENSG00000143379.8,-0.286109933,0.0544772292,SETDB1
ENSG00000118245.2,0.7895091949,0.0545460697,TNP1
ENSG00000144648.9,0.653496791,0.0545835594,CCBP2
ENSG00000067191.11,-0.3989615809,0.0545839012,CACNB1
ENSG00000080823.16,-0.3717691294,0.0546069222,MOK
ENSG00000268038.1,-0.7753295448,0.0548899339,AC011516.2
ENSG00000269837.1,-0.4909571523,0.0548899339,RP11-15H20.5
ENSG00000100106.15,-0.4163226262,0.0549081041,TRIOBP
ENSG00000135924.11,-0.3148013178,0.0550769005,DNAJB2
ENSG00000163041.5,0.4631584577,0.0550989857,H3F3A
ENSG00000135587.4,0.565205335,0.0552332548,SMPD2
ENSG00000143442.17,-0.3157900808,0.0552755275,POGZ
ENSG00000224810.1,-0.7200702481,0.055276114,RP11-538D16.2
ENSG00000197296.5,0.3499067399,0.0552898403,FITM2
ENSG00000249868.4,-0.7414046326,0.0553299565,RP11-63E5.6
ENSG00000083838.11,-0.3487235277,0.0553855279,ZNF446
ENSG00000132170.15,0.7840963619,0.0554496551,PPARG
ENSG00000229388.1,-0.7204539786,0.0554641336,RP11-442N24__B.1
ENSG00000106078.13,0.5840408042,0.0556502426,COBL
ENSG00000176845.8,0.4486230833,0.0556502426,METRNL
ENSG00000240857.1,0.3556103703,0.0559720963,RDH14
ENSG00000228501.2,0.4934124377,0.0559723879,RPL15P18
ENSG00000177119.11,0.2637388079,0.05614648,ANO6
ENSG00000123143.8,0.3300867739,0.0561997804,PKN1
ENSG00000084092.6,0.3231869627,0.0562284248,NOA1
ENSG00000172594.8,0.5187300863,0.0562782077,SMPDL3A
ENSG00000111907.16,-0.3571696058,0.0562924867,TPD52L1
ENSG00000008441.12,-0.2972860679,0.0563706073,NFIX
ENSG00000186350.8,-0.3908444239,0.0563822191,RXRA
ENSG00000125995.11,0.3944244337,0.0566093488,ROMO1
ENSG00000158458.15,-0.7264817798,0.0566920467,NRG2
ENSG00000176170.9,0.6803776727,0.0566920467,SPHK1
ENSG00000263072.1,-0.411813915,0.0566920467,RP11-473M20.14
ENSG00000249592.1,-0.6801834051,0.0566990872,RP11-440L14.1
ENSG00000128789.15,0.5066825724,0.0566990872,PSMG2
ENSG00000150779.7,0.4425436378,0.0566990872,TIMM8B
ENSG00000197747.4,0.3967500842,0.0567598439,S100A10
ENSG00000137941.12,-0.4423786854,0.0568167771,TTLL7
ENSG00000123689.5,-0.5273506697,0.0568210335,G0S2
ENSG00000198046.7,-0.4724377361,0.0568210335,ZNF667
ENSG00000010072.11,0.4256819075,0.0568210335,SPRTN
ENSG00000139651.8,-0.411319801,0.0568210335,ZNF740
ENSG00000151726.9,0.4093118094,0.0568210335,ACSL1
ENSG00000167766.13,-0.354854944,0.0568210335,ZNF83
ENSG00000224597.4,0.335518819,0.0568573359,PTCHD3P1
ENSG00000242282.2,-0.6125633301,0.0568592806,AC108488.4
ENSG00000251331.1,0.7791563389,0.0569341211,RP11-689K5.3
ENSG00000261971.2,-0.6157297395,0.0569341211,RP11-473M20.7
ENSG00000113810.11,0.3218835959,0.0569341211,SMC4
ENSG00000183258.7,-0.2917879985,0.0569341211,DDX41
ENSG00000119986.6,0.3481883204,0.0569578611,AVPI1
ENSG00000095739.7,-0.3900720235,0.0570680612,BAMBI
ENSG00000126088.8,0.304506382,0.0570680612,UROD
ENSG00000150753.7,0.2922467407,0.0570680612,CCT5
ENSG00000163517.10,-0.3512308916,0.0570891432,HDAC11
ENSG00000112297.10,0.6676607285,0.0571099019,AIM1
ENSG00000118762.3,0.3519341493,0.0571488787,PKD2
ENSG00000181004.5,0.3270935911,0.0571488787,BBS12
ENSG00000036672.11,0.6542800869,0.0572137226,USP2
ENSG00000114686.4,0.2963524024,0.0572167404,MRPL3
ENSG00000124159.10,-0.771833433,0.0572800425,MATN4
ENSG00000204650.9,-0.4232111086,0.057401677,CRHR1-IT1
ENSG00000226174.2,-0.7587805152,0.057453544,TEX22
ENSG00000106006.5,-0.6598027448,0.0575665289,HOXA6
ENSG00000203497.2,-0.7152020986,0.0575741633,RP11-313D6.4
ENSG00000077585.9,0.3298794648,0.0576015539,GPR137B
ENSG00000236609.3,-0.3087382216,0.0576085689,ZNF853
ENSG00000203760.4,0.6591562515,0.0576168346,CENPW
ENSG00000118640.6,0.5041907932,0.0576168346,VAMP8
ENSG00000143466.8,-0.5792556112,0.0577420649,IKBKE
ENSG00000140263.9,0.5331271156,0.0577455479,SORD
ENSG00000136653.14,-0.4356584731,0.0577455479,RASSF5
ENSG00000127824.9,-0.4596801847,0.0577703743,TUBA4A
ENSG00000034713.3,0.3097015201,0.0577703743,GABARAPL2
ENSG00000166200.10,0.296391085,0.0577703743,COPS2
ENSG00000028528.10,-0.2573909676,0.0577977863,SNX1
ENSG00000099204.14,0.5005201366,0.0578198795,ABLIM1
ENSG00000116030.12,0.3471992266,0.0578290715,SUMO1
ENSG00000133106.10,0.6675545764,0.0578602962,EPSTI1
ENSG00000205746.5,-0.6510262511,0.0578919736,RP11-1212A22.1
ENSG00000167978.12,-0.5146400927,0.0579189356,SRRM2
ENSG00000141232.4,0.43943493,0.0579189356,TOB1
ENSG00000116151.8,-0.5840655201,0.057974419,MORN1
ENSG00000183648.3,0.4069186573,0.058061274,NDUFB1
ENSG00000171282.9,-0.436517334,0.0584408604,BAHCC1
ENSG00000242013.3,-0.4122410825,0.0584408604,AF238380.3
ENSG00000164647.4,0.364480436,0.0584408604,STEAP1
ENSG00000074181.4,0.7733528987,0.0584647589,NOTCH3
ENSG00000168386.14,0.6522337219,0.0585660189,FILIP1L
ENSG00000104490.13,0.5917401477,0.0586486187,NCALD
ENSG00000244716.2,0.3315913597,0.058700106,RP11-20O24.4
ENSG00000146021.10,-0.4663108849,0.0587920683,KLHL3
ENSG00000119953.7,0.3003399925,0.0588704905,SMNDC1
ENSG00000133048.8,-0.3924624729,0.0589193197,CHI3L1
ENSG00000069011.10,-0.4138982635,0.0592534311,PITX1
ENSG00000163516.9,-0.4073744838,0.0592534311,ANKZF1
ENSG00000119684.11,-0.3824434695,0.0592534311,MLH3
ENSG00000137073.16,-0.3631911071,0.0592534311,UBAP2
ENSG00000100100.8,0.2917246601,0.0592534311,PIK3IP1
ENSG00000158292.6,0.5021229426,0.0592624601,GPR153
ENSG00000170430.9,0.3662782259,0.0592624601,MGMT
ENSG00000154027.14,0.7692241713,0.0593388434,AK5
ENSG00000118156.8,0.7292987842,0.0593953846,ZNF541
ENSG00000165949.8,0.6749424332,0.0594674804,IFI27
ENSG00000143382.9,-0.3784379686,0.0594957395,ADAMTSL4
ENSG00000151468.9,0.5017641641,0.059940359,CCDC3
ENSG00000167460.10,0.4011480336,0.0600180793,TPM4
ENSG00000100225.13,0.2446050242,0.0601220551,FBXO7
ENSG00000015475.14,0.5439787999,0.060184206,BID
ENSG00000226525.4,0.5586514768,0.0602419752,RPS7P10
ENSG00000225031.1,-0.6040302353,0.0603295192,EIF4BP7
ENSG00000214106.3,-0.4372066896,0.0603721129,AC093726.6
ENSG00000197083.7,-0.5424650533,0.0604243041,ZNF300P1
ENSG00000261777.1,-0.730082819,0.0604466337,RP11-529K1.2
ENSG00000100350.10,-0.412896173,0.0604466337,FOXRED2
ENSG00000138685.7,0.3066174007,0.0604647234,FGF2
ENSG00000011465.12,0.3426755005,0.0605369066,DCN
ENSG00000198843.8,0.2896722337,0.0605369066,SELT
ENSG00000053770.7,0.293165991,0.0606453926,AP5M1
ENSG00000184677.12,-0.3924730503,0.0606680946,ZBTB40
ENSG00000170310.8,0.3342888083,0.0606826005,STX8
ENSG00000232882.1,-0.7376206425,0.060689445,PHKA1P1
ENSG00000141252.15,-0.3010437234,0.060689445,VPS53
ENSG00000144647.5,-0.3064263336,0.0607844193,GTDC2
ENSG00000164219.5,0.3918444473,0.0608426741,PGGT1B
ENSG00000104343.15,0.3533006625,0.0608426741,UBE2W
ENSG00000198355.4,-0.3519599194,0.0608426741,PIM3
ENSG00000180357.4,-0.3310653319,0.0608426741,ZNF609
ENSG00000182952.4,0.3222866143,0.0608426741,HMGN4
ENSG00000008517.12,0.7548540826,0.0608828641,IL32
ENSG00000101182.10,0.3493829931,0.0608964461,PSMA7
ENSG00000023697.8,0.32324873,0.060980081,DERA
ENSG00000139832.3,-0.460111969,0.0609853808,RAB20
ENSG00000066135.8,-0.3143626885,0.0610518232,KDM4A
ENSG00000225032.1,-0.6968949925,0.061057706,RP11-228B15.4
ENSG00000071242.7,-0.4415216538,0.061057706,RPS6KA2
ENSG00000147100.5,-0.357692199,0.0610986223,SLC16A2
ENSG00000181045.10,-0.3604785104,0.0611086326,SLC26A11
ENSG00000100413.12,-0.2483287011,0.0611086326,POLR3H
ENSG00000141026.3,-0.423311479,0.0612282542,MED9
ENSG00000162614.13,0.5660742698,0.0612672805,NEXN
ENSG00000003137.4,-0.3888505273,0.0613778338,CYP26B1
ENSG00000188647.8,0.2955373613,0.0614480963,PTAR1
ENSG00000111647.8,0.3107651902,0.0616169746,UHRF1BP1L
ENSG00000074842.3,0.260490906,0.0616169746,C19orf10
ENSG00000261801.1,0.6124127659,0.0616335596,LOXL1-AS1
ENSG00000232931.1,-0.6371426794,0.0618464494,LINC00342
ENSG00000234118.1,0.6020988521,0.0618464494,RPL13AP6
ENSG00000183337.12,-0.3376961436,0.0621308421,BCOR
ENSG00000175879.7,0.327312625,0.0621308421,HOXD8
ENSG00000160446.14,0.592608243,0.0622144983,ZDHHC12
ENSG00000058404.15,-0.6247840967,0.0622327741,CAMK2B
ENSG00000102802.5,0.5922129189,0.0622327741,MEDAG
ENSG00000157224.9,0.3417288918,0.0622327741,CLDN12
ENSG00000123595.5,0.3163949116,0.0622327741,RAB9A
ENSG00000060982.10,0.3904306993,0.0624565821,BCAT1
ENSG00000179456.9,0.3453203557,0.0624565821,ZBTB18
ENSG00000148834.8,0.3166613015,0.0628551638,GSTO1
ENSG00000165480.11,0.7632139259,0.0629045949,SKA3
ENSG00000133678.9,-0.3429479489,0.0629045949,TMEM254
ENSG00000185986.10,-0.477187586,0.0629885429,SDHAP3
ENSG00000139725.2,-0.4844205585,0.0630669346,RHOF
ENSG00000143933.11,0.3894350849,0.0631356893,CALM2
ENSG00000075826.11,-0.5672770496,0.0632268939,SEC31B
ENSG00000224261.2,0.5206398317,0.0632268939,RP11-179G5.1
ENSG00000156050.4,-0.4161948383,0.0632268939,FAM161B
ENSG00000064607.12,-0.3727567635,0.0632268939,SUGP2
ENSG00000155090.10,0.3664566852,0.0632268939,KLF10
