EnsemblID,log2FoldChange,padj,Gene.name
ENSG00000008710.13,-0.0700664138,0.7998679391,PKD1
ENSG00000125734.9,0.0579432039,0.7998679391,GPR108
ENSG00000177606.5,0.1445324872,0.8000115061,JUN
ENSG00000131944.5,0.1095349229,0.8000668065,C19orf40
ENSG00000180481.6,-0.1130884339,0.8001840374,GLIPR1L2
ENSG00000170571.7,0.1482101368,0.8002267819,EMB
ENSG00000138138.9,0.0549858668,0.8002267819,ATAD1
ENSG00000160813.2,-0.1035209714,0.8005213041,PPP1R35
ENSG00000254348.1,-0.1430676579,0.8006819908,RP11-1134I14.4
ENSG00000236281.1,0.1251779622,0.8006819908,AC093106.5
ENSG00000065054.9,-0.0845365685,0.8007116352,SLC9A3R2
ENSG00000089248.6,0.0458299688,0.8008820995,ERP29
ENSG00000110395.3,0.0824054306,0.8011140713,CBL
ENSG00000181195.6,0.147240881,0.8013184082,PENK
ENSG00000214280.3,0.130577178,0.8013184082,RP11-553K23.2
ENSG00000140853.11,0.1043170985,0.8013184082,NLRC5
ENSG00000162426.10,0.0963336726,0.8013184082,SLC45A1
ENSG00000180370.5,0.0468847549,0.8013184082,PAK2
ENSG00000233954.4,-0.0990896086,0.8014388259,RP11-169K16.7
ENSG00000100889.7,0.078576054,0.8014388259,PCK2
ENSG00000105865.6,0.0747767587,0.8014388259,DUS4L
ENSG00000135870.7,0.0686826994,0.8014388259,RC3H1
ENSG00000170502.8,0.0631741241,0.8014388259,NUDT9
ENSG00000100299.12,0.0621108048,0.8014388259,ARSA
ENSG00000204599.10,-0.0616228094,0.8014388259,TRIM39
ENSG00000185418.11,-0.0602131183,0.8014388259,TARSL2
ENSG00000108840.11,-0.055036768,0.8014388259,HDAC5
ENSG00000196396.5,0.0505264456,0.8014388259,PTPN1
ENSG00000214174.4,-0.0735509018,0.8017069899,AMZ2P1
ENSG00000110536.9,0.0684979111,0.8017266728,PTPMT1
ENSG00000112941.8,-0.0616721562,0.8017266728,PAPD7
ENSG00000142186.11,-0.0490034748,0.8017493445,SCYL1
ENSG00000266753.2,-0.1253439965,0.8017650887,RP11-690G19.3
ENSG00000117461.10,0.0914940796,0.8017913551,PIK3R3
ENSG00000144659.6,0.0517275155,0.8017913551,SLC25A38
ENSG00000196943.8,-0.0736708923,0.8018412806,NOP9
ENSG00000213735.2,-0.1338317212,0.80201883,ANAPC10P1
ENSG00000226138.3,-0.1261198007,0.80201883,RP1-228P16.7
ENSG00000163431.11,-0.1059020247,0.80201883,LMOD1
ENSG00000124641.10,-0.078874241,0.80201883,MED20
ENSG00000174579.3,0.0572625761,0.8022892851,MSL2
ENSG00000100401.15,-0.0556561592,0.8024199896,RANGAP1
ENSG00000138386.12,0.0546760312,0.80252858,NAB1
ENSG00000072694.14,-0.1416542133,0.8025422152,FCGR2B
ENSG00000149657.15,-0.0555258646,0.8025422152,LSM14B
ENSG00000229251.2,-0.1424613543,0.8025482371,HNRNPA1P8
ENSG00000136816.11,-0.0533806804,0.802684394,TOR1B
ENSG00000163220.10,0.1400984203,0.8029210275,S100A9
ENSG00000186130.4,0.079727646,0.8029210275,ZBTB6
ENSG00000143774.12,0.0707974626,0.8029210275,GUK1
ENSG00000147852.10,0.0646464842,0.8029210275,VLDLR
ENSG00000113716.8,0.0587530572,0.8029210275,HMGXB3
ENSG00000242477.1,-0.081708944,0.8031860628,CTD-2161E19.1
ENSG00000136848.12,-0.0674322923,0.8031860628,DAB2IP
ENSG00000068079.3,-0.0634150251,0.8033034619,IFI35
ENSG00000140403.7,0.0713890042,0.8034791755,DNAJA4
ENSG00000188868.9,-0.094814405,0.8035362183,ZNF563
ENSG00000250616.2,0.1069477972,0.8036677758,RP11-455F5.3
ENSG00000112812.11,0.1460103784,0.8037470984,PRSS16
ENSG00000136014.7,-0.1406295754,0.8037470984,USP44
ENSG00000229211.3,-0.1315487382,0.8037470984,RP11-363L24.2
ENSG00000256340.4,-0.1312921022,0.8037470984,ABCC6P1
ENSG00000213096.5,-0.0816108925,0.8037470984,ZNF254
ENSG00000146677.6,-0.0799534737,0.8037470984,AC004453.8
ENSG00000165275.5,-0.0669034883,0.8037470984,TRMT10B
ENSG00000198566.7,0.1208707293,0.8038884392,ZNF658B
ENSG00000151689.8,-0.0552839614,0.8038884392,INPP1
ENSG00000246877.1,-0.1428318916,0.8039275531,DNM1P35
ENSG00000198363.11,0.0502182137,0.8039275531,ASPH
ENSG00000185670.7,-0.1066606262,0.8040517893,ZBTB3
ENSG00000075213.5,0.1070030646,0.8040554709,SEMA3A
ENSG00000198855.2,0.0739764393,0.8040554709,FICD
ENSG00000134291.7,-0.0594790131,0.8040554709,TMEM106C
ENSG00000232040.2,-0.127459887,0.8041096741,SCAND3
ENSG00000147894.10,0.0711283678,0.8041096741,C9orf72
ENSG00000155850.7,0.0931902552,0.8044418085,SLC26A2
ENSG00000018189.7,-0.0627007882,0.8044418085,RUFY3
ENSG00000102531.11,-0.0621036987,0.8044485924,FNDC3A
ENSG00000178234.8,-0.0511405787,0.8044485924,GALNT11
ENSG00000094963.9,-0.1364970443,0.8045389619,FMO2
ENSG00000234171.1,0.0820799903,0.8046223521,AC108488.3
ENSG00000057704.6,0.1442547046,0.8046966772,TMCC3
ENSG00000261062.1,0.1361320813,0.8047068959,RP5-931K24.3
ENSG00000176473.9,-0.0806895965,0.8048440549,WDR25
ENSG00000165806.14,-0.089394848,0.8051748051,CASP7
ENSG00000168806.6,-0.0705075267,0.8053267153,LCMT2
ENSG00000132964.7,-0.0812210292,0.8054298937,CDK8
ENSG00000125970.7,0.0610225579,0.8055199457,RALY
ENSG00000167842.11,0.0705824674,0.8057103453,MIS12
ENSG00000091640.3,0.0654903471,0.8060536314,SPAG7
ENSG00000136100.8,-0.0498510972,0.8060536314,VPS36
ENSG00000101457.8,-0.0661848425,0.8066502634,DNTTIP1
ENSG00000136450.7,0.0452426519,0.8066502634,SRSF1
ENSG00000233503.1,-0.136278739,0.8066985171,RP11-288G3.2
ENSG00000132781.12,-0.0770297551,0.8066985171,MUTYH
ENSG00000231579.3,0.1118552043,0.8067353914,RP11-278J6.1
ENSG00000170089.10,0.0937294892,0.8067353914,RP11-423H2.1
ENSG00000106780.7,-0.056396331,0.8067583894,MEGF9
ENSG00000147316.8,-0.070246179,0.806916443,MCPH1
ENSG00000224631.3,0.1371200936,0.8069650373,RP11-51O6.1
ENSG00000134532.11,-0.0688248299,0.8072207651,SOX5
ENSG00000213514.2,-0.109453061,0.8072558272,RP11-428P16.2
ENSG00000156265.11,-0.0882469953,0.8072558272,C21orf7
ENSG00000213700.3,-0.1073253008,0.8073008387,RP11-344N10.3
ENSG00000161277.8,-0.1083895575,0.8073241545,THAP8
ENSG00000123473.11,-0.0982857133,0.8073241545,STIL
ENSG00000219747.1,-0.1346366897,0.807519907,RP1-292B18.1
ENSG00000167468.12,-0.0755983553,0.807519907,GPX4
ENSG00000224743.2,-0.1398122123,0.8076873055,TEX26-AS1
ENSG00000164105.3,0.0688287521,0.808022861,SAP30
ENSG00000146007.6,0.0625709755,0.8081195227,ZMAT2
ENSG00000142534.2,0.0575936042,0.8084139614,RPS11
ENSG00000224043.3,-0.109090433,0.8086660929,AC016725.4
ENSG00000129968.11,-0.0880236247,0.8086660929,FAM108A1
ENSG00000158092.2,-0.0615072097,0.8086660929,NCK1
ENSG00000106125.14,0.1205638773,0.8087250993,FAM188B
ENSG00000254473.1,-0.1121829153,0.8087250993,RP11-522I20.3
ENSG00000213020.3,0.0868001405,0.8087250993,ZNF611
ENSG00000082805.14,-0.0711895133,0.8087250993,ERC1
ENSG00000139644.8,0.0486219258,0.8087250993,TMBIM6
ENSG00000148803.7,0.1184310559,0.8087368027,FUOM
ENSG00000240132.1,0.1347317185,0.8088553154,ETF1P2
ENSG00000054965.6,-0.0566986146,0.8088848522,FAM168A
ENSG00000204439.3,0.0580341242,0.8088953189,C6orf47
ENSG00000187097.8,-0.0628173203,0.808907559,ENTPD5
ENSG00000163749.13,0.1351158651,0.808963621,CCDC158
ENSG00000259901.1,0.1146747043,0.8090943085,RP5-991G20.4
ENSG00000096968.8,-0.0719699675,0.8090943085,JAK2
ENSG00000178996.8,0.0606293731,0.8091130536,SNX18
ENSG00000072110.9,-0.0594370731,0.8091585496,ACTN1
ENSG00000083844.6,0.1010532977,0.8092206113,ZNF264
ENSG00000075218.14,0.1380411963,0.8092296264,GTSE1
ENSG00000166734.13,-0.0475327658,0.8092296264,CASC4
ENSG00000137880.4,0.1049766627,0.809772335,GCHFR
ENSG00000185122.6,-0.066847978,0.8098078115,HSF1
ENSG00000113140.6,-0.1010213063,0.8100483726,SPARC
ENSG00000225022.1,0.0791525478,0.8100490426,UBE2D3P1
ENSG00000188313.8,-0.0689003304,0.8100490426,PLSCR1
ENSG00000174891.8,0.0577165038,0.8100490426,RSRC1
ENSG00000129317.10,0.0847137032,0.8102421191,PUS7L
ENSG00000198818.5,0.070445558,0.8102421191,SFT2D1
ENSG00000169403.7,-0.134715344,0.8102427562,PTAFR
ENSG00000232112.3,0.0756250973,0.8102427562,TMA7
ENSG00000161533.7,-0.0702525773,0.8102427562,ACOX1
ENSG00000110328.5,-0.0499547094,0.8102427562,GALNT18
ENSG00000235225.1,0.1367870993,0.8102820262,AC016712.2
ENSG00000198353.5,0.0758096271,0.8102820262,HOXC4
ENSG00000169221.9,0.0617627115,0.8102820262,TBC1D10B
ENSG00000233830.2,-0.0964170352,0.8103536623,AC073150.4
ENSG00000078018.15,0.1406106048,0.810412189,MAP2
ENSG00000128692.7,0.0698451943,0.810412189,EIF2S2P4
ENSG00000072364.8,0.0633763085,0.810412189,AFF4
ENSG00000165156.9,0.06295146,0.810412189,ZHX1
ENSG00000068724.11,0.061860052,0.810412189,TTC7A
ENSG00000249679.1,0.1406192612,0.8105549491,RP11-279O9.4
ENSG00000267893.1,-0.1373985527,0.8105549491,AC007461.1
ENSG00000180138.6,-0.1233958849,0.8105549491,CSNK1A1L
ENSG00000136840.14,-0.0659693118,0.8105549491,ST6GALNAC4
ENSG00000124357.7,0.0610579122,0.8105594814,NAGK
ENSG00000152804.6,0.1263116442,0.8107793805,HHEX
ENSG00000151376.12,0.1254720832,0.8107879004,ME3
ENSG00000248603.1,-0.1369626044,0.8108437885,RP3-412A9.10
ENSG00000234648.1,-0.0713528671,0.8108437885,AL162151.3
ENSG00000131019.5,0.1307428322,0.8109428792,ULBP3
ENSG00000151611.9,0.0846292343,0.8109428792,MMAA
ENSG00000173875.9,-0.0751526369,0.8109428792,ZNF791
ENSG00000122970.11,-0.0686543702,0.8109428792,IFT81
ENSG00000076662.5,0.0677448788,0.8109428792,ICAM3
ENSG00000130037.3,-0.1390689534,0.8113152552,KCNA5
ENSG00000162631.13,-0.1341269453,0.8113152552,NTNG1
ENSG00000140280.9,-0.0799476759,0.8114926448,LYSMD2
ENSG00000183828.10,-0.1333025422,0.8115742889,NUDT14
ENSG00000095485.12,0.0589761445,0.8118550564,CWF19L1
ENSG00000261372.1,0.1245191228,0.8119725888,RP11-529H20.6
ENSG00000104915.10,0.0830045148,0.8120846283,STX10
ENSG00000107929.9,-0.0600928931,0.8122487795,LARP4B
ENSG00000244291.1,0.1271127181,0.8125324892,C7orf13
ENSG00000158109.10,0.0467711849,0.8125324892,TPRG1L
ENSG00000113569.11,0.058318135,0.81270266,NUP155
ENSG00000160256.8,-0.0945060025,0.8127183339,FAM207A
ENSG00000108219.9,0.092348462,0.8128250131,TSPAN14
ENSG00000204147.5,0.074227144,0.812953394,ASAH2B
ENSG00000171566.7,0.0499169364,0.812953394,PLRG1
ENSG00000132906.13,0.0692755828,0.8130820602,CASP9
ENSG00000050426.10,-0.0620098121,0.8130820602,LETMD1
ENSG00000148331.7,0.0679443146,0.8134056371,ASB6
ENSG00000141338.9,0.1369873589,0.8142375244,ABCA8
ENSG00000263781.2,-0.1262946591,0.8142375244,RP11-321A17.3
ENSG00000163882.5,0.0568091765,0.8143190491,POLR2H
ENSG00000015133.14,-0.1174597952,0.8143436863,CCDC88C
ENSG00000125375.10,0.0754874362,0.8143436863,ATP5S
ENSG00000144021.2,-0.0508166699,0.8144203756,CIAO1
ENSG00000260628.1,0.1395780405,0.8145138486,RP11-1166P10.1
ENSG00000124789.7,-0.0645935234,0.8145138486,NUP153
ENSG00000053254.11,0.0580857502,0.8145138486,FOXN3
ENSG00000107819.8,0.0495416796,0.8145138486,SFXN3
ENSG00000175664.5,0.1272960096,0.8145689293,TEX26
ENSG00000176894.5,0.0857784044,0.8145689293,PXMP2
ENSG00000134684.6,0.0666557352,0.8146488651,YARS
ENSG00000164989.11,-0.1091898343,0.8146613847,CCDC171
ENSG00000207652.1,-0.1266647172,0.8148858773,MIR621
ENSG00000221955.6,-0.1158079263,0.8148858773,SLC12A8
ENSG00000215769.4,-0.1106016334,0.8148858773,hsa-mir-6080
ENSG00000163762.2,0.1034911758,0.8148858773,TM4SF18
ENSG00000254373.1,-0.0722947699,0.8148858773,RP11-34P1.2
ENSG00000101955.10,-0.1047801774,0.8148932128,SRPX
ENSG00000151612.11,0.0659945798,0.8148932128,ZNF827
ENSG00000119703.12,-0.1237690114,0.8148968091,ZC2HC1C
ENSG00000153165.14,0.1025640895,0.8148968091,RGPD3
ENSG00000181524.6,-0.086868065,0.8150987719,RPL24P4
ENSG00000174808.7,0.0938542884,0.8153672097,BTC
ENSG00000118503.10,0.0901206081,0.8154591113,TNFAIP3
ENSG00000165996.9,0.1234885233,0.815481035,PTPLA
ENSG00000174306.16,-0.0628994624,0.815481035,ZHX3
ENSG00000122033.10,0.0601452614,0.815481035,MTIF3
ENSG00000166902.4,0.0600772334,0.815481035,MRPL16
ENSG00000213186.3,0.1118722879,0.8155544291,TRIM59
ENSG00000110077.10,-0.1380795729,0.8156680378,MS4A6A
ENSG00000088836.7,0.1366475228,0.8156883419,SLC4A11
ENSG00000148334.10,0.0732840038,0.8156883419,PTGES2
ENSG00000162236.7,0.0521715062,0.8157722391,STX5
ENSG00000170374.4,0.1387339662,0.8158968856,SP7
ENSG00000168152.8,0.0882431631,0.8159515046,THAP9
ENSG00000084234.12,-0.044030634,0.8163633396,APLP2
ENSG00000189144.8,-0.1316570146,0.8165133403,ZNF573
ENSG00000101307.11,-0.1070630703,0.8165133403,SIRPB1
ENSG00000160818.12,-0.0595504671,0.8165394752,GPATCH4
ENSG00000243056.1,0.1366249496,0.8166374565,EIF4EBP3
ENSG00000151651.11,-0.1332491886,0.8166374565,ADAM8
ENSG00000269069.1,-0.1304958791,0.8166374565,CTC-471F3.5
ENSG00000163900.6,0.0535544813,0.8166374565,TMEM41A
ENSG00000153317.10,-0.0507346129,0.8166374565,ASAP1
ENSG00000027847.9,-0.0480694975,0.8169095152,B4GALT7
ENSG00000077522.8,0.1371806757,0.8170520739,ACTN2
ENSG00000261578.1,-0.1002414171,0.8171944826,RP11-21L23.2
ENSG00000187796.9,-0.109824623,0.8172403214,CARD9
ENSG00000115524.10,-0.0591402125,0.8172403214,SF3B1
ENSG00000135324.5,-0.0855776647,0.8172674425,MRAP2
ENSG00000231952.3,0.1144799247,0.8174242025,AC018648.5
ENSG00000136888.6,0.0634883044,0.8174242025,ATP6V1G1
ENSG00000115694.10,-0.0557209781,0.8174242025,STK25
ENSG00000005302.13,0.0738552216,0.8175810267,MSL3
ENSG00000182628.8,0.0782831788,0.8177508783,SKA2
ENSG00000114956.15,-0.0466804619,0.8178280357,DGUOK
ENSG00000269929.1,0.1284941017,0.817906112,RP11-2B6.2
ENSG00000204816.4,-0.1299297166,0.818038816,RP11-475I24.1
ENSG00000260456.1,0.1243925602,0.818038816,C16orf95
ENSG00000218069.2,-0.1172935804,0.818038816,RSL24D1P1
ENSG00000154822.11,0.0975745657,0.818038816,PLCL2
ENSG00000058729.6,0.0707545901,0.818038816,RIOK2
ENSG00000085224.16,-0.0628572258,0.818038816,ATRX
ENSG00000111641.6,0.0625413627,0.818038816,NOP2
ENSG00000136718.5,0.0568434072,0.818038816,IMP4
ENSG00000259807.1,-0.1270115977,0.8183440163,RP11-426C22.4
ENSG00000180673.9,-0.1047906071,0.8183440163,EXOC5P1
ENSG00000262089.1,-0.1363545834,0.8183515902,RP11-589P10.5
ENSG00000266282.1,0.1300937075,0.8183515902,UBL5P2
ENSG00000227946.1,-0.1082430677,0.8183643911,AC007383.3
ENSG00000116809.7,-0.0707450456,0.8183643911,ZBTB17
ENSG00000131845.10,-0.0806414863,0.8184151037,ZNF304
ENSG00000185404.12,-0.0882307122,0.8186185534,SP140L
ENSG00000167005.9,-0.0582702081,0.8188901289,NUDT21
ENSG00000090659.13,-0.1364641783,0.8189023589,CD209
ENSG00000130707.13,-0.0437481891,0.8189023589,ASS1
ENSG00000239382.5,-0.1123363322,0.8190734879,ALKBH6
ENSG00000161036.6,0.0785622492,0.8190734879,LRWD1
ENSG00000131042.9,-0.1361970958,0.8191910127,LILRB2
ENSG00000227694.1,-0.119764875,0.8191910127,AC005884.1
ENSG00000255035.2,0.1324978525,0.8193686696,RP1-239B22.4
ENSG00000176125.3,-0.1201791641,0.8193686696,UFSP1
ENSG00000159445.8,-0.0535187949,0.8193686696,THEM4
ENSG00000076864.15,0.1155642408,0.8193731345,RAP1GAP
ENSG00000185621.7,-0.0651127405,0.8193731345,LMLN
ENSG00000196652.7,0.056493113,0.8193731345,ZKSCAN5
ENSG00000165804.10,0.0952180618,0.8199311099,ZNF219
ENSG00000228439.2,0.0902281633,0.8199721916,TSTD3
ENSG00000060339.9,-0.0436128882,0.820204935,CCAR1
ENSG00000174912.6,-0.126487651,0.8203272805,METTL15P1
ENSG00000175548.4,0.0985861297,0.8203272805,ALG10B
ENSG00000125826.15,-0.061273969,0.8203272805,RBCK1
ENSG00000064703.7,-0.0587591823,0.8203272805,DDX20
ENSG00000162804.9,-0.0586018681,0.8203272805,SNED1
ENSG00000182400.10,0.0538465012,0.8203272805,TRAPPC6B
ENSG00000108669.12,0.0529109777,0.8203272805,CYTH1
ENSG00000175105.5,-0.0500026548,0.8204351995,ZNF654
ENSG00000185044.8,0.1240086896,0.8204516185,BX004987.4
ENSG00000237399.3,0.1347199168,0.8204720984,PITRM1-AS1
ENSG00000270028.1,-0.1300218888,0.8204720984,RP11-380L11.4
ENSG00000231162.3,0.1232854684,0.8204720984,COX11P1
ENSG00000090776.5,-0.088495137,0.8204720984,EFNB1
ENSG00000068394.9,0.064220175,0.8204720984,GPKOW
ENSG00000168175.9,0.0468616282,0.8204720984,MAPK1IP1L
ENSG00000180806.4,-0.0792273567,0.8204947293,HOXC9
ENSG00000101138.7,-0.0566335797,0.8204947293,CSTF1
ENSG00000242571.1,0.0844502073,0.8205742469,RPL21P11
ENSG00000140968.6,-0.1310916217,0.8206324616,IRF8
ENSG00000218891.2,-0.0824755232,0.8206324616,ZNF579
ENSG00000185168.5,-0.0939767053,0.8209110366,LINC00482
ENSG00000213762.6,0.0770557123,0.8209110366,ZNF134
ENSG00000070761.3,0.0655915724,0.8209110366,C16orf80
ENSG00000183431.7,-0.056910524,0.8210358216,SF3A3
ENSG00000125611.11,0.0811552699,0.8212718451,CHCHD5
ENSG00000136870.6,-0.0685508729,0.8212718451,ZNF189
ENSG00000092199.13,-0.0533630184,0.8212718451,HNRNPC
ENSG00000062038.9,-0.1287182906,0.8212757937,CDH3
ENSG00000169933.8,0.1065085327,0.8212757937,FRMPD4
ENSG00000123472.8,0.0443880694,0.8212757937,ATPAF1
ENSG00000198312.4,0.1160507719,0.8216432578,RP11-381O7.1
ENSG00000250479.4,-0.0836257075,0.8216432578,CHCHD10
ENSG00000162385.6,0.0596040345,0.8216432578,MAGOH
ENSG00000110048.7,-0.0520666311,0.8216432578,OSBP
ENSG00000259838.1,0.1042448081,0.821924113,TCEB1P2
ENSG00000176435.6,0.1056336408,0.8219482943,CLEC14A
ENSG00000122188.8,0.1198275872,0.8220234251,LAX1
ENSG00000220804.4,0.1025103996,0.8220234251,AC093642.5
ENSG00000163166.9,-0.0533159612,0.8220234251,IWS1
ENSG00000167645.12,0.0506683276,0.8220234251,YIF1B
ENSG00000115446.7,0.0440212077,0.8220234251,UNC50
ENSG00000140740.6,0.0427786034,0.8220234251,UQCRC2
ENSG00000146083.7,-0.0641599763,0.8221964929,RNF44
ENSG00000152242.6,-0.0760133279,0.8222222643,C18orf25
ENSG00000185345.14,-0.0919169037,0.8222763148,PARK2
ENSG00000089818.12,-0.054580598,0.82230625,NECAP1
ENSG00000125817.7,-0.0466533438,0.82230625,CENPB
ENSG00000268912.1,-0.1246559981,0.8228272626,CTD-2619J13.17
ENSG00000264575.1,-0.0926896866,0.8228272626,LINC00526
ENSG00000242802.2,-0.0784195787,0.8228272626,AP5Z1
ENSG00000160712.8,0.0783679648,0.8228272626,IL6R
ENSG00000188785.7,-0.0758370466,0.8228272626,ZNF548
ENSG00000174021.6,0.0687148231,0.8228272626,GNG5
ENSG00000196636.7,0.0679044876,0.8228272626,ACN9
ENSG00000102763.10,-0.059078844,0.8228272626,VWA8
ENSG00000069345.7,0.0484996463,0.8228272626,DNAJA2
ENSG00000118518.10,-0.0469239374,0.8228272626,RNF146
ENSG00000101266.11,-0.0455719818,0.8228272626,CSNK2A1
ENSG00000163531.11,-0.0853272152,0.8229017268,NFASC
ENSG00000235501.1,-0.0804077674,0.8229017268,RP4-639F20.1
ENSG00000197586.8,0.0676474049,0.8230582379,ENTPD6
ENSG00000261336.1,-0.1332234092,0.8230886581,EIF4BP5
ENSG00000159461.10,0.0462835545,0.8230886581,AMFR
ENSG00000167723.10,-0.1174118548,0.8231018297,TRPV3
ENSG00000168309.12,-0.1103459873,0.8231018297,FAM107A
ENSG00000154328.11,0.0565395508,0.8231018297,NEIL2
ENSG00000066084.8,-0.0653215372,0.8231552594,DIP2B
ENSG00000160285.9,0.0570275661,0.8231813631,LSS
ENSG00000123728.5,0.0622934275,0.8233032794,RAP2C
ENSG00000213569.4,0.0926195426,0.8234040861,RP13-383K5.4
ENSG00000230734.1,-0.1331143081,0.8234388438,RPL10P3
ENSG00000127507.13,0.1241851792,0.8234388438,EMR2
ENSG00000213089.4,0.1164630322,0.8234388438,PDCL3P5
ENSG00000139266.5,0.0898299261,0.8234388438,39873
ENSG00000141858.7,0.0813229122,0.8234388438,SAMD1
ENSG00000029639.6,-0.0796780845,0.8234388438,TFB1M
ENSG00000114026.17,0.0639986265,0.8234388438,OGG1
ENSG00000184898.6,-0.0571876555,0.8234388438,RBM43
ENSG00000140006.7,-0.0551357832,0.8234388438,WDR89
ENSG00000077097.9,-0.050591468,0.8234388438,TOP2B
ENSG00000173705.4,0.048943382,0.8234388438,SUSD5
ENSG00000099783.7,-0.0453373688,0.8234388438,HNRNPM
ENSG00000224856.2,0.1216086992,0.8237322074,RP4-796I17.5
ENSG00000109762.11,0.0533136822,0.8238950618,SNX25
ENSG00000198561.8,0.0481110592,0.8240398263,CTNND1
ENSG00000163113.9,-0.0560820411,0.8242178416,OTUD7B
ENSG00000179598.5,-0.1293534146,0.8242697823,PLD6
ENSG00000106299.7,0.069091955,0.8242697823,WASL
ENSG00000089327.9,-0.0651174676,0.8242697823,FXYD5
ENSG00000008283.11,0.0502552034,0.8244683909,CYB561
ENSG00000136874.6,-0.0890293016,0.8248584082,STX17
ENSG00000171766.10,-0.1249995183,0.8250387125,GATM
ENSG00000240509.1,0.1037852844,0.8250387125,CTC-788C1.1
ENSG00000171116.7,-0.12455817,0.8252792998,HSFX1
ENSG00000227627.1,-0.1146573696,0.8252792998,RP1-101K10.6
ENSG00000233328.3,0.110492502,0.8252792998,PFN1P1
ENSG00000167291.10,-0.0502603665,0.8252792998,TBC1D16
ENSG00000131828.9,0.042320042,0.8259625896,PDHA1
ENSG00000205794.4,-0.1301670157,0.8261663525,RP11-333E13.4
ENSG00000257851.2,0.1005418818,0.8261663525,RP11-199A1.1
ENSG00000066583.7,0.0737666992,0.8261663525,ISOC1
ENSG00000023902.8,0.0933799434,0.8263326876,PLEKHO1
ENSG00000163694.10,0.1310664751,0.8263847774,RBM47
ENSG00000100109.12,0.0478696506,0.8263847774,TFIP11
ENSG00000243069.2,-0.1191142259,0.8264744206,ARHGEF26-AS1
ENSG00000198720.8,-0.0974559925,0.8264744206,ANKRD13B
ENSG00000117597.13,0.0592904931,0.8264744206,DIEXF
ENSG00000184005.9,-0.1297623915,0.826481948,ST6GALNAC3
ENSG00000250966.2,0.1269446164,0.826481948,RP11-402J6.3
ENSG00000258469.1,-0.1264816982,0.826481948,CHMP4BP1
ENSG00000128512.15,0.1141396665,0.826481948,DOCK4
ENSG00000170425.3,-0.1079051904,0.826481948,ADORA2B
ENSG00000235560.3,-0.1067513468,0.826481948,AC002310.12
ENSG00000172901.15,-0.0788802443,0.826481948,AQPEP
ENSG00000184384.8,0.0769620011,0.826481948,MAML2
ENSG00000137411.12,-0.0706985709,0.826481948,VARS2
ENSG00000169972.7,0.0689548588,0.826481948,PUSL1
ENSG00000131831.12,-0.0671050433,0.826481948,RAI2
ENSG00000026508.11,0.0620021542,0.826481948,CD44
ENSG00000067533.5,0.0572846121,0.826481948,RRP15
ENSG00000146587.12,-0.0493993711,0.826481948,RBAK
ENSG00000099942.8,0.0470799651,0.826481948,CRKL
ENSG00000264919.1,-0.1303987428,0.8265418519,MIR4697
ENSG00000162139.5,-0.093600488,0.8265418519,NEU3
ENSG00000183941.7,-0.1125028568,0.8266387313,HIST2H4A
ENSG00000166265.7,0.0987747283,0.8266387313,CYYR1
ENSG00000180479.9,-0.0758227863,0.8266387313,ZNF571
ENSG00000155254.8,-0.059519765,0.8266387313,MARVELD1
ENSG00000073584.14,0.0487324737,0.8266387313,SMARCE1
ENSG00000270084.1,-0.1281752262,0.8266492728,GAS5-AS1
ENSG00000132622.6,0.1252530607,0.8266492728,HSPA12B
ENSG00000269930.1,-0.1242818743,0.8266492728,RP11-932O9.9
ENSG00000135838.9,0.0842866401,0.8266492728,NPL
ENSG00000145331.9,0.0606347084,0.8266492728,TRMT10A
ENSG00000107625.8,0.0506630497,0.8266492728,DDX50
ENSG00000086232.8,-0.0442788967,0.8267158584,EIF2AK1
ENSG00000226721.2,-0.1132793973,0.826893922,EEF1DP2
ENSG00000257675.1,-0.1260997614,0.8269405507,RP11-641A6.9
ENSG00000213080.3,-0.1017448977,0.8269405507,RP11-312J18.5
ENSG00000230311.2,-0.0920512726,0.8269405507,AC004074.3
ENSG00000243181.2,0.0910983114,0.8269405507,RP11-734J24.1
ENSG00000156170.8,-0.0742407013,0.8269405507,NDUFAF6
ENSG00000163382.7,0.0582211492,0.8269405507,APOA1BP
ENSG00000148737.11,0.0544160886,0.8269405507,TCF7L2
ENSG00000174100.5,0.0499382267,0.826988543,MRPL45
ENSG00000188818.8,-0.1266882837,0.8273378436,ZDHHC11
ENSG00000198444.4,0.1105866077,0.8273378436,F8A2
ENSG00000087008.11,-0.080869644,0.8273378436,ACOX3
ENSG00000236859.1,-0.0722028031,0.8273378436,AC018737.1
ENSG00000166529.10,0.0608849339,0.8273378436,ZSCAN21
ENSG00000189409.8,-0.1178099988,0.8273535855,MMP23B
ENSG00000163608.10,0.0614676022,0.8273535855,C3orf17
ENSG00000197779.9,-0.0992090874,0.8274686831,ZNF81
ENSG00000231120.2,0.0942829791,0.827616314,BTF3P10
ENSG00000250899.3,-0.0977436207,0.8279294241,RP11-253E3.3
ENSG00000023909.5,0.0714168307,0.82803237,GCLM
ENSG00000186399.7,-0.1128976329,0.8280469361,GOLGA8R
ENSG00000196862.8,-0.1055534073,0.8281341981,RGPD4
ENSG00000215183.4,0.1297931342,0.8283024179,MSMP
ENSG00000136319.7,0.0542634361,0.8283024179,TTC5
ENSG00000256210.2,0.1006188924,0.8284239121,AC005255.3
